End of Month,Retired_Worker_Total_Amount,Retired_Worker_Total_Average_Amount,Retired_Worker_Male_Number,Retired_Worker_Male_Average_Amount,Retired_Worker_Male_Female_Number,Retired_Worker_Female_Average_Amount,Spouse_of_Retired_Worker_Total_Number,Spouse_of_Retired_Worker_Total_Average_Amount,Spouse_of_Retired_Worker_Male_Number,Spouse_of_Retired_Worker_Male_Average_Amount,Spouse_of_Retired_Worker_Female_Number,Spouse_of_Retired_Worker_Female_Average_Amount,Child_Of_Retired_Worker_Total_Number,Child_Of_Retired_Worker_Total_Average_Amount,Child_Of_Retired_Worker_Minor_Number,Child_Of_Retired_Worker_Minor_Average_Amount,Child_Of_Retired_Worker_Disabled_Number,Child_Of_Retired_Worker_Disabled_Average_Amount,Child_Of_Retired_Worker_Student_Number,Child_Of_Retired_Worker_Student_Average_Amount,Child_Of_Deceased_Worker_Total_Number,Child_Of_Deceased_Worker_Total_Average_Amount,Child_Of_Deceased_Worker_Minor_Number,Child_Of_Deceased_Worker_Minor_Average_Amount,Child_Of_Deceased_Worker_Disabled_Number,Child_Of_Deceased_Worker_Disabled_Average_Amount,Child_Of_Deceased_Worker_Student_Number,Child_Of_Deceased_Worker_Student_Average_Amount,Child_Of_Aged_Widower_Total_Number,Child_Of_Aged_Widower_Total_Average_Amount,Child_Of_Aged_Widower_Male_Number,Child_Of_Aged_Widower_Male_Average_Amount,Child_Of_Aged_Widower_Female_Number,Child_Of_Aged_Widower_Female_Average_Amount,Child_Of_Young_Widower_With_Child_In_Care_Total_Number,Child_Of_Young_Widower_With_Child_In_Care_Total_Average_Amount,Child_Of_Young_Widower_With_Child_In_Care_Male_Number,Child_Of_Young_Widower_With_Child_In_Care_Male_Average_Amount,Child_Of_Young_Widower_With_Child_In_Care_Female_Number,Child_Of_Young_Widower_With_Child_In_Care_Female_Average_Amount,Child_Of_Disabled_Widower_Total_Number,Child_Of_Disabled_Widower_Total_Average_Amount,Child_Of_Disabled_Widower_Male_Number,Child_Of_Disabled_Widower_Male_Average_Amount,Child_Of_Disabled_Widower_Female_Number,Child_Of_Disabled_Widower_Female_Average_Amount,Child_Of_Parent_Of_Deceased_Worker_Total_Number,Child_Of_Parent_Of_Deceased_Worker_Total_Average_Amount,Child_Of_Parent_Of_Deceased_Worker_Male_Number,Child_Of_Parent_Of_Deceased_Worker_Male_Average_Amount,Child_Of_Parent_Of_Deceased_Worker_Female_Number,Child_Of_Parent_Of_Deceased_Worker_Female_Average_Amount,Child_Of_Disabled_Worker_Total_Number,Child_Of_Disabled_Worker_Total_Average_Amount,Child_Of_Disabled_Worker_Male_Number,Child_Of_Disabled_Worker_Male_Average_Amount,Child_Of_Disabled_Worker_Female_Number,Child_Of_Disabled_Worker_Female_Average_Amount,Spouse_Of_Disabled_Worker_Total_Number,Spouse_Of_Disabled_Worker_Total_Average_Amount,Spouse_Of_Disabled_Worker_Male_Number,Spouse_Of_Disabled_Worker_Male_Average_Amount,Spouse_Of_Disabled_Worker_Female_Number,Spouse_Of_Disabled_Worker_Female_Average_Amount,Child_Of_Disabled_Worker_Total_Number,Child_Of_Disabled_Worker_Total_Average_Amount,Child_Of_Disabled_Worker_Minor_Number,Child_Of_Disabled_Worker_Minor_Average_Amount,Child_Of_Disabled_Worker_Disabled_Number,Child_Of_Disabled_Worker_Disabled_Average_Amount,Child_Of_Disabled_Worker_Student_Number,Child_Of_Disabled_Worker_Student_Average_Amount,,,,,,,,,,,
Jan-04,"29,589,438",$923.51 ,"15,280,800","$1,040.35 ","14,308,638",$798.74 ,"2,613,446",$463.42 ,"36,621",$263.37 ,"2,576,825",$466.26 ,"482,102",$446.00 ,"273,706",$417.86 ,"191,463",$481.20 ,"16,933",$502.75 ,"1,917,172",$605.04 ,"1,344,207",$593.34 ,"498,813",$626.63 ,"74,152",$671.81 ,"4,465,378",$888.54 ,"40,909",$699.42 ,"4,424,469",$890.28 ,"173,431",$652.24 ,"9,872",$556.16 ,"163,559",$658.04 ,"209,140",$564.14 ,"6,596",$401.66 ,"202,544",$569.43 ,"2,223",$778.60 ,233,$736.65 ,"1,990",$783.51 ,"5,889,667",$862.09 ,"3,231,227",$966.45 ,"2,658,440",$735.24 ,"147,850",$221.44 ,"4,284",$177.45 ,"143,566",$222.76 ,"1,576,164",$254.52 ,"1,460,561",$246.13 ,"62,492",$361.47 ,"53,111",$359.30 ,,,,,,,,,,,
Feb-04,"29,625,669",$924.19 ,"15,297,304","$1,041.15 ","14,328,365",$799.32 ,"2,607,616",$463.56 ,"36,661",$263.60 ,"2,570,955",$466.41 ,"485,444",$446.91 ,"274,966",$418.54 ,"191,334",$481.85 ,"19,144",$505.13 ,"1,927,034",$605.72 ,"1,345,889",$593.59 ,"499,219",$627.08 ,"81,926",$674.83 ,"4,459,499",$889.45 ,"41,315",$701.05 ,"4,418,184",$891.21 ,"175,383",$654.07 ,"10,064",$560.47 ,"165,319",$659.77 ,"209,150",$564.40 ,"6,652",$401.55 ,"202,498",$569.75 ,"2,186",$778.74 ,224,$735.55 ,"1,962",$783.67 ,"5,910,185",$862.64 ,"3,240,439",$967.02 ,"2,669,746",$735.95 ,"148,191",$221.36 ,"4,321",$177.31 ,"143,870",$222.68 ,"1,585,296",$254.80 ,"1,463,151",$245.97 ,"62,736",$361.31 ,"59,409",$359.70 ,,,,,,,,,,,
Mar-04,"29,631,056",$924.60 ,"15,295,493","$1,041.55 ","14,335,563",$799.81 ,"2,600,382",$463.66 ,"36,806",$263.50 ,"2,563,576",$466.54 ,"487,988",$447.72 ,"275,355",$418.84 ,"191,058",$482.51 ,"21,575",$508.20 ,"1,938,399",$606.22 ,"1,347,520",$593.41 ,"499,792",$627.52 ,"91,087",$678.97 ,"4,457,656",$890.22 ,"41,852",$703.53 ,"4,415,804",$891.99 ,"177,843",$655.64 ,"10,254",$562.12 ,"167,589",$661.36 ,"209,358",$564.41 ,"6,683",$402.00 ,"202,675",$569.77 ,"2,192",$778.73 ,231,$736.62 ,"1,961",$783.70 ,"5,959,226",$863.45 ,"3,264,926",$968.08 ,"2,694,300",$736.67 ,"149,987",$221.96 ,"4,349",$178.35 ,"145,638",$223.26 ,"1,598,138",$255.16 ,"1,468,332",$245.83 ,"63,176",$360.96 ,"66,630",$360.51 ,,,,,,,,,,,
Apr-04,"29,648,953",$925.02 ,"15,299,041","$1,042.01 ","14,349,912",$800.29 ,"2,596,411",$463.75 ,"36,990",$263.67 ,"2,559,421",$466.64 ,"490,294",$448.36 ,"275,791",$419.10 ,"190,976",$482.98 ,"23,527",$510.30 ,"1,947,252",$606.82 ,"1,348,132",$593.41 ,"500,355",$627.97 ,"98,765",$682.82 ,"4,456,682",$890.87 ,"42,287",$705.43 ,"4,414,395",$892.65 ,"179,895",$657.00 ,"10,499",$563.88 ,"169,396",$662.77 ,"209,432",$564.72 ,"6,722",$403.04 ,"202,710",$570.08 ,"2,178",$780.32 ,224,$734.27 ,"1,954",$785.60 ,"6,006,906",$864.40 ,"3,289,498",$969.27 ,"2,717,408",$737.44 ,"152,291",$222.70 ,"4,410",$179.59 ,"147,881",$223.99 ,"1,610,487",$255.53 ,"1,474,441",$245.74 ,"63,680",$361.27 ,"72,366",$361.84 ,,,,,,,,,,,
May-04,"29,682,096",$925.46 ,"15,312,322","$1,042.53 ","14,369,774",$800.70 ,"2,592,505",$463.78 ,"37,207",$263.52 ,"2,555,298",$466.69 ,"492,747",$448.69 ,"276,710",$419.10 ,"191,005",$483.41 ,"25,032",$510.80 ,"1,954,223",$607.18 ,"1,349,136",$593.35 ,"500,814",$628.30 ,"104,273",$684.74 ,"4,455,646",$891.51 ,"42,606",$706.27 ,"4,413,040",$893.30 ,"181,603",$658.31 ,"10,654",$565.82 ,"170,949",$664.07 ,"209,835",$564.97 ,"6,775",$403.98 ,"203,060",$570.34 ,"2,177",$781.43 ,228,$736.06 ,"1,949",$786.74 ,"6,034,781",$865.00 ,"3,302,140",$969.94 ,"2,732,641",$738.19 ,"152,872",$222.80 ,"4,429",$180.09 ,"148,443",$224.07 ,"1,619,714",$255.83 ,"1,479,501",$245.76 ,"63,889",$361.49 ,"76,324",$362.62 ,,,,,,,,,,,
Jun-04,"29,718,317",$925.91 ,"15,328,054","$1,043.08 ","14,390,263",$801.11 ,"2,589,056",$463.90 ,"37,318",$263.93 ,"2,551,738",$466.82 ,"484,408",$448.86 ,"277,152",$420.63 ,"191,022",$484.02 ,"16,234",$517.08 ,"1,915,155",$606.68 ,"1,348,207",$594.46 ,"501,340",$628.74 ,"65,608",$689.41 ,"4,455,363",$892.23 ,"42,990",$707.86 ,"4,412,373",$894.03 ,"183,467",$662.09 ,"10,761",$568.54 ,"172,706",$667.92 ,"210,152",$565.05 ,"6,815",$404.07 ,"203,337",$570.45 ,"2,167",$780.12 ,229,$733.93 ,"1,938",$785.57 ,"6,062,846",$865.73 ,"3,315,269",$970.76 ,"2,747,577",$739.01 ,"153,523",$223.47 ,"4,461",$180.15 ,"149,062",$224.77 ,"1,594,116",$255.37 ,"1,483,485",$247.20 ,"64,167",$362.36 ,"46,464",$368.53 ,,,,,,,,,,,
Jul-04,"29,765,502",$926.37 ,"15,349,421","$1,043.68 ","14,416,081",$801.47 ,"2,584,650",$464.11 ,"37,458",$264.19 ,"2,547,192",$467.05 ,"472,492",$448.35 ,"276,711",$422.85 ,"190,835",$484.60 ,"4,946",$476.32 ,"1,867,986",$605.62 ,"1,343,437",$596.17 ,"501,439",$629.16 ,"23,110",$644.39 ,"4,456,237",$892.77 ,"43,268",$709.76 ,"4,412,969",$894.57 ,"184,580",$666.02 ,"10,917",$570.97 ,"173,663",$672.00 ,"208,856",$565.03 ,"6,808",$403.94 ,"202,048",$570.46 ,"2,150",$781.20 ,227,$736.88 ,"1,923",$786.43 ,"6,076,401",$866.31 ,"3,320,047",$971.32 ,"2,756,354",$739.83 ,"153,270",$223.81 ,"4,432",$181.47 ,"148,838",$225.07 ,"1,558,125",$254.90 ,"1,477,687",$249.13 ,"64,032",$364.14 ,"16,406",$348.12 ,,,,,,,,,,,
Aug-04,"29,787,876",$926.91 ,"15,358,189","$1,044.34 ","14,429,687",$801.92 ,"2,580,602",$464.27 ,"37,626",$264.31 ,"2,542,976",$467.23 ,"473,501",$449.17 ,"276,436",$423.40 ,"190,945",$485.22 ,"6,120",$488.17 ,"1,872,806",$606.17 ,"1,342,640",$596.47 ,"501,739",$629.50 ,"28,427",$652.20 ,"4,451,378",$893.48 ,"43,544",$710.46 ,"4,407,834",$895.29 ,"181,445",$667.88 ,"10,754",$571.73 ,"170,691",$673.94 ,"209,021",$565.67 ,"6,845",$404.06 ,"202,176",$571.15 ,"2,141",$781.11 ,229,$734.91 ,"1,912",$786.65 ,"6,106,411",$867.11 ,"3,333,775",$972.22 ,"2,772,636",$740.73 ,"152,226",$224.83 ,"4,429",$181.92 ,"147,797",$226.11 ,"1,561,976",$255.67 ,"1,477,916",$249.61 ,"64,016",$364.86 ,"20,044",$353.25 ,,,,,,,,,,,
Sep-04,"29,838,810",$927.28 ,"15,382,227","$1,044.87 ","14,456,583",$802.17 ,"2,579,078",$464.34 ,"37,804",$264.45 ,"2,541,274",$467.32 ,"475,610",$449.85 ,"276,572",$423.78 ,"191,137",$485.69 ,"7,901",$495.21 ,"1,878,062",$606.48 ,"1,339,919",$596.37 ,"502,005",$629.74 ,"36,138",$658.48 ,"4,452,124",$894.02 ,"43,786",$711.80 ,"4,408,338",$895.83 ,"182,950",$669.49 ,"10,878",$574.26 ,"172,072",$675.51 ,"209,161",$565.94 ,"6,889",$404.76 ,"202,272",$571.42 ,"2,133",$783.99 ,226,$737.04 ,"1,907",$789.56 ,"6,128,722",$867.80 ,"3,343,630",$973.00 ,"2,785,092",$741.51 ,"152,792",$224.87 ,"4,455",$181.63 ,"148,337",$226.16 ,"1,568,332",$256.13 ,"1,478,317",$249.64 ,"64,171",$365.19 ,"25,844",$356.54 ,,,,,,,,,,,
Oct-04,"29,866,162",$927.71 ,"15,393,695","$1,045.39 ","14,472,467",$802.54 ,"2,574,965",$464.41 ,"37,908",$264.32 ,"2,537,057",$467.40 ,"477,877",$450.53 ,"276,178",$424.07 ,"191,178",$486.06 ,"10,521",$499.54 ,"1,888,181",$606.99 ,"1,338,598",$596.32 ,"502,330",$630.13 ,"47,253",$663.33 ,"4,446,289",$894.62 ,"43,927",$713.53 ,"4,402,362",$896.43 ,"182,464",$669.81 ,"10,945",$575.74 ,"171,519",$675.82 ,"209,727",$566.38 ,"6,956",$404.83 ,"202,771",$571.92 ,"2,127",$785.42 ,225,$738.30 ,"1,902",$791.00 ,"6,154,838",$868.55 ,"3,355,166",$973.84 ,"2,799,672",$742.36 ,"152,658",$225.30 ,"4,478",$181.98 ,"148,180",$226.61 ,"1,577,876",$256.79 ,"1,479,457",$249.74 ,"64,396",$365.46 ,"34,023",$357.92 ,,,,,,,,,,,
Nov-04,"29,906,947",$929.43 ,"15,411,923","$1,047.33 ","14,495,024",$804.08 ,"2,572,333",$465.12 ,"38,094",$265.76 ,"2,534,239",$468.12 ,"480,626",$452.08 ,"276,553",$425.63 ,"191,219",$486.95 ,"12,854",$502.38 ,"1,897,757",$608.17 ,"1,337,961",$597.29 ,"502,832",$630.53 ,"56,964",$666.46 ,"4,443,697",$895.33 ,"44,067",$715.19 ,"4,399,630",$897.13 ,"183,627",$671.86 ,"10,984",$578.90 ,"172,643",$677.78 ,"209,958",$566.63 ,"6,986",$404.71 ,"202,972",$572.20 ,"2,116",$787.73 ,224,$740.70 ,"1,892",$793.30 ,"6,178,042",$870.13 ,"3,365,251",$975.36 ,"2,812,791",$744.22 ,"152,653",$225.68 ,"4,489",$182.09 ,"148,164",$227.00 ,"1,590,450",$257.55 ,"1,484,394",$250.05 ,"64,591",$365.83 ,"41,465",$357.46 ,,,,,,,,,,,
Dec-04,"29,953,081",$954.89 ,"15,430,725","$1,076.11 ","14,522,356",$826.09 ,"2,568,869",$477.77 ,"38,247",$272.89 ,"2,530,622",$480.87 ,"482,894",$464.98 ,"276,427",$437.41 ,"191,286",$500.53 ,"15,181",$519.23 ,"1,904,625",$625.25 ,"1,335,765",$613.60 ,"503,247",$647.88 ,"65,613",$688.99 ,"4,432,300",$920.08 ,"43,972",$736.06 ,"4,388,328",$921.93 ,"183,829",$689.41 ,"11,065",$594.10 ,"172,764",$695.52 ,"210,735",$582.74 ,"7,016",$416.60 ,"203,719",$588.46 ,"2,108",$809.70 ,221,$761.75 ,"1,887",$815.32 ,"6,197,664",$894.13 ,"3,373,359","$1,002.24 ","2,824,305",$764.99 ,"152,805",$231.52 ,"4,506",$186.06 ,"148,299",$232.91 ,"1,598,803",$264.90 ,"1,485,274",$256.67 ,"64,737",$376.12 ,"48,792",$367.98 ,,,,,,,,,,,
Jan-05,"30,086,392",$956.52 ,"15,502,278","$1,077.99 ","14,584,114",$827.40 ,"2,566,110",$478.12 ,"38,456",$273.12 ,"2,527,654",$481.24 ,"487,367",$466.80 ,"278,465",$439.39 ,"191,372",$501.47 ,"17,530",$523.60 ,"1,913,348",$626.71 ,"1,336,282",$614.92 ,"503,349",$648.35 ,"73,717",$692.80 ,"4,403,211",$920.83 ,"43,478",$737.89 ,"4,359,733",$922.66 ,"173,299",$680.86 ,"10,565",$586.65 ,"162,734",$686.97 ,"210,808",$583.10 ,"7,044",$417.48 ,"203,764",$588.82 ,"2,090",$810.31 ,216,$762.26 ,"1,874",$815.85 ,"6,219,666",$894.41 ,"3,382,475","$1,002.52 ","2,837,191",$765.52 ,"151,447",$231.24 ,"4,486",$185.91 ,"146,961",$232.62 ,"1,607,478",$265.50 ,"1,487,169",$256.80 ,"64,794",$376.43 ,"55,515",$369.04 ,,,,,,,,,,,
Feb-05,"30,145,400",$957.12 ,"15,530,281","$1,078.73 ","14,615,119",$827.89 ,"2,562,548",$478.32 ,"38,453",$273.39 ,"2,524,095",$481.44 ,"491,422",$467.69 ,"279,903",$440.10 ,"191,455",$502.01 ,"20,064",$525.09 ,"1,922,981",$627.53 ,"1,336,769",$615.34 ,"503,927",$648.68 ,"82,285",$695.91 ,"4,396,581",$921.70 ,"43,537",$740.16 ,"4,353,044",$923.51 ,"171,135",$680.82 ,"10,330",$583.41 ,"160,805",$687.08 ,"210,979",$583.40 ,"7,086",$418.05 ,"203,893",$589.15 ,"2,068",$811.97 ,218,$759.93 ,"1,850",$818.10 ,"6,243,802",$894.77 ,"3,393,208","$1,002.89 ","2,850,594",$766.06 ,"151,068",$230.98 ,"4,476",$186.70 ,"146,592",$232.34 ,"1,618,011",$265.91 ,"1,490,377",$256.75 ,"65,079",$376.32 ,"62,555",$369.43 ,,,,,,,,,,,
Mar-05,"30,181,069",$957.61 ,"15,546,618","$1,079.28 ","14,634,451",$828.35 ,"2,557,619",$478.40 ,"38,635",$273.45 ,"2,518,984",$481.55 ,"495,138",$468.41 ,"280,954",$440.34 ,"191,543",$502.49 ,"22,641",$528.26 ,"1,933,654",$628.01 ,"1,337,929",$615.16 ,"504,274",$649.11 ,"91,451",$699.68 ,"4,392,299",$922.56 ,"43,866",$742.06 ,"4,348,433",$924.38 ,"173,326",$682.08 ,"10,511",$584.65 ,"162,815",$688.37 ,"211,192",$583.69 ,"7,127",$418.25 ,"204,065",$589.47 ,"2,064",$812.99 ,217,$761.60 ,"1,847",$819.02 ,"6,271,519",$895.12 ,"3,405,478","$1,003.25 ","2,866,041",$766.64 ,"151,463",$230.91 ,"4,485",$186.45 ,"146,978",$232.27 ,"1,629,227",$266.10 ,"1,494,028",$256.41 ,"65,496",$375.39 ,"69,703",$371.00 ,,,,,,,,,,,
Apr-05,"30,215,726",$958.16 ,"15,560,948","$1,079.91 ","14,654,778",$828.89 ,"2,553,555",$478.51 ,"38,915",$273.56 ,"2,514,640",$481.68 ,"498,507",$469.20 ,"282,124",$440.79 ,"191,548",$503.10 ,"24,835",$530.42 ,"1,942,874",$628.64 ,"1,339,076",$615.24 ,"504,760",$649.57 ,"99,038",$703.10 ,"4,388,669",$923.36 ,"44,058",$744.20 ,"4,344,611",$925.17 ,"174,769",$683.53 ,"10,609",$585.75 ,"164,160",$689.85 ,"211,505",$583.88 ,"7,161",$418.88 ,"204,344",$589.67 ,"2,050",$811.48 ,219,$762.41 ,"1,831",$817.35 ,"6,304,681",$895.81 ,"3,421,881","$1,004.01 ","2,882,800",$767.38 ,"152,424",$231.05 ,"4,529",$186.13 ,"147,895",$232.42 ,"1,642,025",$266.37 ,"1,500,285",$256.25 ,"65,980",$375.36 ,"75,760",$371.81 ,,,,,,,,,,,
May-05,"30,222,115",$958.40 ,"15,559,350","$1,080.14 ","14,662,765",$829.22 ,"2,548,700",$478.50 ,"39,102",$273.22 ,"2,509,598",$481.70 ,"489,780",$469.31 ,"282,411",$442.06 ,"191,452",$503.74 ,"15,917",$538.89 ,"1,907,095",$628.62 ,"1,340,378",$616.64 ,"505,167",$650.06 ,"61,550",$713.68 ,"4,387,715",$924.05 ,"44,489",$746.05 ,"4,343,226",$925.88 ,"176,433",$686.95 ,"10,717",$588.27 ,"165,716",$693.33 ,"211,672",$584.12 ,"7,214",$420.27 ,"204,458",$589.90 ,"2,046",$811.72 ,220,$763.13 ,"1,826",$817.57 ,"6,350,626",$896.49 ,"3,444,254","$1,004.87 ","2,906,372",$768.05 ,"154,006",$232.75 ,"4,576",$186.99 ,"149,430",$234.15 ,"1,617,714",$266.10 ,"1,505,448",$257.85 ,"66,481",$376.34 ,"45,785",$377.34 ,,,,,,,,,,,
Jun-05,"30,237,607",$958.61 ,"15,561,603","$1,080.35 ","14,676,004",$829.53 ,"2,544,120",$478.59 ,"39,172",$273.35 ,"2,504,948",$481.80 ,"477,066",$468.60 ,"282,149",$444.02 ,"191,436",$504.27 ,"3,481",$499.09 ,"1,860,891",$627.22 ,"1,339,530",$618.03 ,"505,637",$650.57 ,"15,724",$658.84 ,"4,388,383",$924.74 ,"44,837",$748.53 ,"4,343,546",$926.56 ,"178,088",$691.59 ,"10,836",$591.61 ,"167,252",$698.07 ,"211,723",$584.50 ,"7,242",$420.65 ,"204,481",$590.30 ,"2,035",$812.50 ,218,$764.72 ,"1,817",$818.23 ,"6,392,926",$897.23 ,"3,465,143","$1,005.84 ","2,927,783",$768.69 ,"155,572",$234.08 ,"4,615",$187.45 ,"150,957",$235.50 ,"1,586,877",$265.31 ,"1,508,102",$259.61 ,"66,873",$377.94 ,"11,902",$354.38 ,,,,,,,,,,,
Jul-05,"30,276,313",$959.05 ,"15,576,789","$1,080.85 ","14,699,524",$829.98 ,"2,540,709",$478.60 ,"39,336",$273.41 ,"2,501,373",$481.83 ,"478,432",$469.17 ,"282,561",$444.46 ,"191,486",$504.77 ,"4,385",$507.55 ,"1,866,587",$627.46 ,"1,340,662",$618.06 ,"506,086",$650.91 ,"19,839",$664.16 ,"4,385,838",$925.39 ,"45,116",$749.65 ,"4,340,722",$927.22 ,"178,051",$692.88 ,"10,862",$593.21 ,"167,189",$699.35 ,"211,957",$584.70 ,"7,296",$421.82 ,"204,661",$590.51 ,"2,018",$814.01 ,214,$760.83 ,"1,804",$820.31 ,"6,420,760",$897.77 ,"3,477,691","$1,006.43 ","2,943,069",$769.36 ,"155,715",$234.46 ,"4,611",$187.44 ,"151,104",$235.90 ,"1,594,299",$265.65 ,"1,512,309",$259.71 ,"67,250",$378.21 ,"14,740",$360.91 ,,,,,,,,,,,
Aug-05,"30,305,980",$959.56 ,"15,586,215","$1,081.46 ","14,719,765",$830.49 ,"2,537,391",$478.66 ,"39,510",$273.35 ,"2,497,881",$481.90 ,"479,379",$469.90 ,"282,233",$444.96 ,"191,648",$505.24 ,"5,498",$518.49 ,"1,870,916",$627.83 ,"1,339,410",$618.16 ,"506,520",$651.26 ,"24,986",$671.17 ,"4,379,143",$926.07 ,"45,118",$750.66 ,"4,334,025",$927.90 ,"176,863",$693.97 ,"10,750",$594.06 ,"166,113",$700.43 ,"212,306",$585.07 ,"7,351",$423.70 ,"204,955",$590.86 ,"2,017",$815.81 ,217,$767.45 ,"1,800",$821.64 ,"6,448,174",$898.33 ,"3,490,085","$1,007.03 ","2,958,089",$770.08 ,"156,112",$234.77 ,"4,645",$188.10 ,"151,467",$236.21 ,"1,599,470",$266.09 ,"1,513,568",$259.86 ,"67,580",$378.78 ,"18,322",$365.57 ,,,,,,,,,,,
Sep-05,"30,359,528",$959.93 ,"15,610,153","$1,081.97 ","14,749,375",$830.76 ,"2,535,898",$478.72 ,"39,697",$273.43 ,"2,496,201",$481.99 ,"481,429",$470.51 ,"282,319",$445.35 ,"191,836",$505.58 ,"7,274",$522.43 ,"1,876,875",$628.29 ,"1,337,128",$618.18 ,"507,118",$651.61 ,"32,629",$680.24 ,"4,378,885",$926.60 ,"45,495",$751.68 ,"4,333,390",$928.43 ,"178,593",$695.28 ,"10,898",$595.85 ,"167,695",$701.74 ,"212,464",$585.37 ,"7,390",$423.71 ,"205,074",$591.20 ,"2,009",$816.38 ,214,$762.51 ,"1,795",$822.81 ,"6,469,510",$898.85 ,"3,499,595","$1,007.58 ","2,969,915",$770.73 ,"156,608",$234.82 ,"4,683",$187.94 ,"151,925",$236.26 ,"1,606,286",$266.40 ,"1,514,304",$259.73 ,"67,999",$378.74 ,"23,983",$368.89 ,,,,,,,,,,,
Oct-05,"30,391,098",$960.34 ,"15,623,524","$1,082.47 ","14,767,574",$831.13 ,"2,531,773",$478.80 ,"39,855",$273.40 ,"2,491,918",$482.08 ,"483,793",$471.35 ,"282,326",$445.79 ,"191,831",$506.26 ,"9,636",$525.37 ,"1,887,836",$628.71 ,"1,336,886",$618.09 ,"507,588",$651.96 ,"43,362",$683.76 ,"4,374,105",$927.17 ,"45,569",$753.29 ,"4,328,536",$929.00 ,"179,147",$695.31 ,"10,936",$597.19 ,"168,211",$701.69 ,"212,874",$585.26 ,"7,460",$423.62 ,"205,414",$591.13 ,"2,013",$816.21 ,216,$761.05 ,"1,797",$822.84 ,"6,493,112",$899.40 ,"3,509,347","$1,008.19 ","2,983,765",$771.45 ,"156,630",$235.07 ,"4,734",$188.38 ,"151,896",$236.52 ,"1,616,160",$266.80 ,"1,515,934",$259.61 ,"68,339",$378.59 ,"31,887",$369.07 ,,,,,,,,,,,
Nov-05,"30,426,853",$962.12 ,"15,639,051","$1,084.45 ","14,787,802",$832.75 ,"2,528,754",$479.55 ,"39,976",$274.78 ,"2,488,778",$482.84 ,"486,182",$472.96 ,"281,957",$447.23 ,"192,014",$507.16 ,"12,211",$529.44 ,"1,895,688",$629.80 ,"1,334,023",$618.90 ,"507,878",$652.37 ,"53,787",$686.98 ,"4,370,997",$927.85 ,"45,703",$754.46 ,"4,325,294",$929.68 ,"179,735",$697.05 ,"11,012",$600.86 ,"168,723",$703.32 ,"213,112",$585.40 ,"7,489",$423.23 ,"205,623",$591.31 ,"1,998",$816.92 ,213,$761.55 ,"1,785",$823.53 ,"6,509,958",$900.73 ,"3,515,892","$1,009.48 ","2,994,066",$773.02 ,"156,540",$235.49 ,"4,744",$189.60 ,"151,796",$236.92 ,"1,626,216",$267.43 ,"1,517,888",$259.71 ,"68,533",$378.90 ,"39,795",$369.80 ,,,,,,,,,,,
Dec-05,"30,455,298","$1,001.97 ","15,646,409","$1,129.43 ","14,808,889",$867.30 ,"2,523,750",$499.39 ,"40,051",$286.33 ,"2,483,699",$502.82 ,"488,177",$492.98 ,"281,485",$465.66 ,"191,871",$528.40 ,"14,821",$553.21 ,"1,903,518",$656.34 ,"1,331,531",$644.47 ,"507,961",$679.41 ,"64,026",$720.23 ,"4,355,990",$966.53 ,"45,582",$785.82 ,"4,310,408",$968.44 ,"178,396",$724.49 ,"10,971",$624.57 ,"167,425",$731.04 ,"213,001",$609.41 ,"7,500",$441.53 ,"205,501",$615.53 ,"1,992",$850.60 ,214,$789.33 ,"1,778",$857.97 ,"6,524,582",$938.19 ,"3,521,467","$1,051.55 ","3,003,115",$805.26 ,"156,509",$245.29 ,"4,755",$197.19 ,"151,754",$246.79 ,"1,633,223",$278.92 ,"1,516,490",$270.25 ,"68,703",$394.76 ,"48,030",$387.07 ,,,,,,,,,,,
Jan-06,"30,583,108","$1,003.93 ","15,712,386","$1,131.68 ","14,870,722",$868.94 ,"2,519,495",$499.81 ,"40,202",$286.61 ,"2,479,293",$503.26 ,"492,011",$494.92 ,"282,549",$467.49 ,"191,950",$529.51 ,"17,512",$558.26 ,"1,912,179",$658.05 ,"1,330,762",$646.09 ,"508,122",$679.93 ,"73,295",$723.41 ,"4,323,886",$967.32 ,"45,115",$787.10 ,"4,278,771",$969.22 ,"166,218",$714.61 ,"10,229",$614.14 ,"155,989",$721.20 ,"212,959",$609.51 ,"7,509",$441.09 ,"205,450",$615.67 ,"1,987",$851.35 ,217,$794.74 ,"1,770",$858.29 ,"6,535,433",$938.50 ,"3,523,827","$1,051.94 ","3,011,606",$805.76 ,"154,215",$244.94 ,"4,725",$197.57 ,"149,490",$246.43 ,"1,639,238",$279.51 ,"1,514,698",$270.30 ,"68,763",$395.27 ,"55,777",$386.82 ,,,,,,,,,,,
